iter	Logloss
200	0.423490104
201	0.4232509419
202	0.4224561271
203	0.4218350103
204	0.4213075799
205	0.4205072371
206	0.4196567535
207	0.4190528352
208	0.4185718601
209	0.4178158065
210	0.4171064345
211	0.4166412677
212	0.4162556276
213	0.4157698356
214	0.4154305862
215	0.4149017334
216	0.4144559957
217	0.4140845477
218	0.4136973882
219	0.4132947114
220	0.4125358452
221	0.4116235183
222	0.4113729445
223	0.4109952248
224	0.4104909089
225	0.4100295245
226	0.4095244973
227	0.4088058795
228	0.4082394616
229	0.4076661579
230	0.4071748378
231	0.40670799
232	0.4060553858
233	0.40569008
234	0.4050732629
235	0.4046002727
236	0.4042580815
237	0.4035827507
238	0.4028647471
239	0.4024391821
240	0.4021248252
241	0.4017390882
242	0.4012061943
243	0.4007853169
244	0.4004348173
245	0.4001674975
246	0.39982508
247	0.3991642645
248	0.3985981375
249	0.3981490054
250	0.3975669085
251	0.3971734774
252	0.3961509446
253	0.3953791473
254	0.3946001085
255	0.394125599
256	0.3937424805
257	0.3934023582
258	0.3928211665
259	0.3924651712
260	0.3919865883
261	0.3915526503
262	0.3911057165
263	0.3907186541
264	0.3904727354
265	0.3898691727
266	0.389171374
267	0.3886448165
268	0.3882345426
269	0.3877185886
270	0.3873786926
271	0.3867597418
272	0.3862236799
273	0.3858118219
274	0.3854824325
275	0.3851233014
276	0.3846400956
277	0.3842191535
278	0.3836038557
279	0.383078171
280	0.382540816
281	0.3823285184
282	0.3816466897
283	0.3809546131
284	0.3806748148
285	0.3801971694
286	0.3798108505
287	0.3795754707
288	0.3791166403
289	0.3786091562
290	0.3782837755
291	0.3778746977
292	0.37729884
293	0.3769847417
294	0.3766364405
295	0.3763285491
296	0.3755787995
297	0.3750989235
298	0.3746911388
299	0.374260466
300	0.3738867873
301	0.373632722
302	0.3733751976
303	0.3727627124
304	0.3723260265
305	0.371983415
306	0.3714539156
307	0.3710323269
308	0.3703677291
309	0.3700447083
310	0.3696476241
311	0.3691056138
312	0.3689665067
313	0.3683957245
314	0.3677223658
315	0.3672301406
316	0.3668878846
317	0.3665673854
318	0.3662129418
319	0.3658037347
320	0.3655101324
321	0.3653055611
322	0.3648746297
323	0.3645754992
324	0.3642136849
325	0.3640688557
326	0.3637376559
327	0.363185236
328	0.3628774093
329	0.362527815
330	0.3618870105
331	0.3615969318
332	0.3613452911
333	0.3611519377
334	0.3608559431
335	0.3603647523
336	0.3601434352
337	0.3597523317
338	0.359277111
339	0.3589462022
340	0.3586754233
341	0.3583314863
342	0.3577460596
343	0.357072022
344	0.3567155741
345	0.3564969079
346	0.3563385656
347	0.3558965133
348	0.3555332766
349	0.3552983817
350	0.3549835722
351	0.3546454219
352	0.3540649414
353	0.3535383192
354	0.3532364409
355	0.3528310485
356	0.3523513018
357	0.3519365343
358	0.3517405623
359	0.3512512466
360	0.3509174929
361	0.350580959
362	0.3502874213
363	0.3499304885
364	0.3496188148
365	0.3493877023
366	0.3490262112
367	0.348739915
368	0.3483472921
369	0.3480669442
370	0.3477362617
371	0.3473850186
372	0.3470507476
373	0.3467773179
374	0.3464555579
375	0.3459680848
376	0.3453725071
377	0.3450916096
378	0.3448103242
379	0.3445199223
380	0.3441821599
381	0.3436945252
382	0.3433781963
383	0.3429133852
384	0.3425207623
385	0.342154422
386	0.3418769836
387	0.3415753963
388	0.3411365768
389	0.3409571567
390	0.340517238
391	0.3401874607
392	0.3400303469
393	0.3396711834
394	0.3392712221
395	0.3389714128
396	0.338612508
397	0.3381298194
398	0.3376539198
399	0.3374230336
400	0.3372286457
401	0.3370653573
402	0.3368950537
403	0.3364228394
404	0.3361668991
405	0.3358698699
406	0.3356335527
407	0.3353889918
408	0.3351724592
409	0.3348233174
410	0.3344805443
411	0.3342836994
412	0.3340112718
413	0.333752616
414	0.3334699404
415	0.3331351846
416	0.3327785427
417	0.3325673443
418	0.3322244418
419	0.3320253663
420	0.3314684528
421	0.3310441486
422	0.3306792954
423	0.3303293778
424	0.3299118947
425	0.3294719114
426	0.3292635255
427	0.3289042004
428	0.3285755222
429	0.3281637289
430	0.3277728194
431	0.3273446681
432	0.3272079209
433	0.3268782406
434	0.3266791004
435	0.3265214047
436	0.3262522099
437	0.3261067989
438	0.3256920637
439	0.325482029
440	0.3252001617
441	0.3247855235
442	0.3245747453
443	0.3242672096
444	0.3238648883
445	0.3234411983
446	0.323165053
447	0.3228159759
448	0.3226158013
449	0.3224403899
450	0.3220769591
451	0.3216634201
452	0.3213230068
453	0.3210904396
454	0.3208843813
455	0.3203973609
456	0.3201803757
457	0.3200020224
458	0.3198084104
459	0.3196010266
460	0.3193528773
461	0.3189980458
462	0.3186522985
463	0.3182455483
464	0.3179813967
465	0.3178407378
466	0.31766982
467	0.3174293324
468	0.3172331018
469	0.3168955334
470	0.3167193138
471	0.3163985559
472	0.3161186929
473	0.3159372039
474	0.315730596
475	0.3152891579
476	0.3149190353
477	0.3147543568
478	0.314520852
479	0.3141525398
480	0.313817299
481	0.3134843859
482	0.3130535514
483	0.3127192481
484	0.3125579963
485	0.3124013351
486	0.31225198
487	0.3119844016
488	0.3117929232
489	0.3115545693
490	0.3113225517
491	0.3110826137
492	0.3108561888
493	0.3104970253
494	0.3101451033
495	0.3098312637
496	0.3095477476
497	0.3092347485
498	0.30903341
499	0.3087558746
500	0.3085291264
501	0.3081809222
502	0.3078728369
503	0.3077036324
504	0.3075040397
505	0.3073691675
506	0.3069961677
507	0.3067273609
508	0.3062552113
509	0.3060338295
510	0.3057541281
511	0.3054220555
512	0.305085069
513	0.304801359
514	0.3046334477
515	0.3044177556
516	0.3042910301
517	0.3040275897
518	0.303793794
519	0.3035791688
520	0.3034195011
521	0.303068452
522	0.302650387
523	0.3024746846
524	0.3022711156
525	0.3021146483
526	0.3018895812
527	0.3016446
528	0.3015275729
529	0.3012651346
530	0.3009693986
531	0.3006769277
532	0.3005084668
533	0.3003239712
534	0.3002475157
535	0.2999031584
536	0.2997392557
537	0.2994988652
538	0.2991921376
539	0.2990829015
540	0.2988796557
541	0.2986585326
542	0.2985094038
543	0.2982075901
544	0.2978791706
545	0.297632573
546	0.2974612349
547	0.2971008107
548	0.2969861435
549	0.2967741045
550	0.2966148247
551	0.2963093257
552	0.2961268667
553	0.2959459272
554	0.2957268731
555	0.2954989288
556	0.2953361253
557	0.2950306262
558	0.2946456327
559	0.2943010492
560	0.2939447306
561	0.2936829712
562	0.2935655238
563	0.2931375665
564	0.2929457325
565	0.2925442841
566	0.2923861035
567	0.2920157222
568	0.2916964515
569	0.2914664058
570	0.2910851947
571	0.290853856
572	0.2905706309
573	0.29016026
574	0.2900128445
575	0.2899173478
576	0.2896319244
577	0.289462138
578	0.2892786446
579	0.2890801511
580	0.2887178841
581	0.2886060941
582	0.2884879355
583	0.2883008537
584	0.2881777165
585	0.2880437819
586	0.2878234669
587	0.2873602398
588	0.2870984805
589	0.2868400832
590	0.2865532697
591	0.2863161443
592	0.2861504312
593	0.2860009791
594	0.2855894444
595	0.2853404546
596	0.2850758181
597	0.2848575398
598	0.2846370956
599	0.2844108323
600	0.2841939118
601	0.28401294
602	0.2837485621
603	0.2834206921
604	0.2831781678
605	0.2828380132
606	0.2826802852
607	0.282301725
608	0.2820986408
609	0.2817906525
610	0.2815092701
611	0.2812313791
612	0.2808411808
613	0.280656265
614	0.280440379
615	0.2802646443
616	0.279968488
617	0.2797807596
618	0.2792915086
619	0.2791770676
620	0.2790079278
621	0.2787422568
622	0.2785277932
623	0.2781236293
624	0.2777729358
625	0.2776656717
626	0.2774027808
627	0.277161873
628	0.2768771608
629	0.2766546799
630	0.2763033721
631	0.2760367959
632	0.2758934538
633	0.2754717681
634	0.2754173602
635	0.275318954
636	0.2750836389
637	0.2749177965
638	0.2747298418
639	0.2744962078
640	0.274270882
641	0.2739777969
642	0.2737455206
643	0.2735695273
644	0.2733982215
645	0.2732558816
646	0.2730238963
647	0.2729095847
648	0.272685746
649	0.2724566056
650	0.27212602
651	0.271946309
652	0.271688526
653	0.2714939117
654	0.271308705
655	0.2711438001
656	0.2709912122
657	0.2707922661
658	0.2706177922
659	0.2703710976
660	0.2701130883
661	0.2697711233
662	0.2694673538
663	0.2693716308
664	0.2691935038
665	0.2689966751
666	0.2687669528
667	0.2685104305
668	0.2683404179
669	0.2681659763
670	0.2680065672
671	0.2677578684
672	0.2675171222
673	0.2671051349
674	0.2669086456
675	0.2665891162
676	0.2663563551
677	0.2660994449
678	0.2659924717
679	0.2656206842
680	0.2653030622
681	0.2649843248
682	0.2648707568
683	0.2647044942
684	0.2644499439
685	0.2642192517
686	0.2641317723
687	0.2640262054
688	0.2639035532
689	0.2636007212
690	0.2632999743
691	0.2629859245
692	0.2628106101
693	0.2626003977
694	0.2623461061
695	0.2621962014
696	0.2620057736
697	0.2616667667
698	0.2614594476
699	0.2611349074
700	0.2609673193
701	0.2607884488
702	0.2604746091
703	0.2603924315
704	0.2601029994
705	0.2598289231
706	0.2594662198
707	0.2593243971
708	0.2590481548
709	0.2587973061
710	0.2585661452
711	0.2583479639
712	0.2579196348
713	0.2575950461
714	0.2574198771
715	0.2572922626
716	0.2572170839
717	0.2570485422
718	0.2569695166
719	0.2567792666
720	0.2566527997
721	0.2565834886
722	0.2564811545
723	0.2562764701
724	0.2561170125
725	0.2559845488
726	0.2557689699
727	0.2555233907
728	0.2554131686
729	0.2552268141
730	0.2548829741
731	0.2545325069
732	0.2543232481
733	0.253978212
734	0.2538539596
735	0.2536979934
736	0.253600169
737	0.2533302954
738	0.2529992896
739	0.2528271756
740	0.2526399483
741	0.2525396347
742	0.252342903
743	0.2521565001
744	0.2519347789
745	0.2518213563
746	0.2515176838
747	0.2514107591
748	0.2512879291
749	0.2509070574
750	0.2505423982
751	0.2501169463
752	0.2498850742
753	0.2496710955
754	0.2496244463
755	0.2495512397
756	0.2494175798
757	0.2490669186
758	0.2487823034
759	0.2486332877
760	0.2485109265
761	0.24837051
762	0.2481445377
763	0.2479829627
764	0.2477448674
765	0.247518394
766	0.2473610377
767	0.2471992363
768	0.2470122677
769	0.2467041177
770	0.2464790344
771	0.2464087535
772	0.2462871842
773	0.2461303776
774	0.2458554122
775	0.2454866312
776	0.2453810805
777	0.2449965558
778	0.2447229482
779	0.2446109642
780	0.2443819854
781	0.2442478083
782	0.2440464375
783	0.2437942473
784	0.2436686855
785	0.2435335062
786	0.2434647124
787	0.2432336484
788	0.2429109024
789	0.2428258152
790	0.2427282172
791	0.2424777241
792	0.2421384908
793	0.2419913987
794	0.2419368615
795	0.2417554694
796	0.2415156607
797	0.2413730298
798	0.2411306995
799	0.2410115387
800	0.2407837399
801	0.2406519874
802	0.2404662148
803	0.2402924198
804	0.2400581392
805	0.2399172056
806	0.2396937063
807	0.2394818613
808	0.2393546347
809	0.2391184144
810	0.2389055672
811	0.238647267
812	0.2383946403
813	0.238174196
814	0.2380423465
815	0.2377807811
816	0.2375840979
817	0.2374160896
818	0.2372546115
819	0.2370250993
820	0.236908654
821	0.2368231951
822	0.2367641966
823	0.236572201
824	0.2364620273
825	0.2363860405
826	0.2362200527
827	0.2361243943
828	0.2359676684
829	0.2357702417
830	0.2355711662
831	0.2354536057
832	0.2353388415
833	0.2352155265
834	0.2349779485
835	0.2348152096
836	0.2346506927
837	0.234460669
838	0.2342340017
839	0.2341351913
840	0.2340305943
841	0.2338387118
842	0.2335655406
843	0.2333942672
844	0.2332200196
845	0.2330965592
846	0.2329000214
847	0.2327518948
848	0.2326409615
849	0.2324383946
850	0.2323192338
851	0.2321940115
852	0.2320538537
853	0.2319241702
854	0.2317115816
855	0.2314622523
856	0.2311176526
857	0.2309431302
858	0.2308471809
859	0.2307282626
860	0.2305206687
861	0.2303506884
862	0.2301788653
863	0.2299546711
864	0.2297570342
865	0.2296759395
866	0.2294833296
867	0.2293747078
868	0.2293017113
869	0.2291968071
870	0.229035232
871	0.2289487709
872	0.2286841182
873	0.2285532871
874	0.2283608065
875	0.2282274214
876	0.2280681739
877	0.227843915
878	0.2275701135
879	0.227367886
880	0.2272694798
881	0.2270234156
882	0.2269441637
883	0.2269055965
884	0.226693315
885	0.2265681251
886	0.2264430159
887	0.22633774
888	0.226204662
889	0.2260186309
890	0.2259040768
891	0.2256674362
892	0.2255512496
893	0.225291139
894	0.2250929849
895	0.2249520674
896	0.2247202437
897	0.224423263
898	0.2241987131
899	0.2240655382
900	0.223931652
901	0.2238266832
902	0.2236695694
903	0.2234586942
904	0.2232692848
905	0.2230732158
906	0.222897869
907	0.2226745961
908	0.2224562693
909	0.2222717738
910	0.2220732479
911	0.2218662844
912	0.2218291073
913	0.2217249305
914	0.2215371536
915	0.2212935141
916	0.2211353011
917	0.2209512743
918	0.220703222
919	0.2205686408
920	0.2203867314
921	0.2202301672
922	0.2201552957
923	0.2198374797
924	0.2196452092
925	0.2195625144
926	0.2193373341
927	0.2191791211
928	0.2188745272
929	0.2186531293
930	0.2185140383
931	0.2183286053
932	0.2182848009
933	0.2179876748
934	0.217864473
935	0.2176916155
936	0.2175099971
937	0.2173642304
938	0.2172050799
939	0.2169600503
940	0.2168021121
941	0.2166307417
942	0.2164978415
943	0.2163099515
944	0.2162655329
945	0.2160930957
946	0.2160026421
947	0.2158428289
948	0.2155352609
949	0.2153534647
950	0.2152618311
951	0.2150669421
952	0.2149232121
953	0.2148399191
954	0.2147125794
955	0.214388023
956	0.214330851
957	0.2141797017
958	0.213937323
959	0.2137938516
960	0.2137047073
961	0.2135557239
962	0.2134976791
963	0.2133032589
964	0.2130125175
965	0.2128929364
966	0.2127313452
967	0.2125173342
968	0.2123489703
969	0.2122139203
970	0.212033191
971	0.2118718745
972	0.2115341768
973	0.2113229784
974	0.2112604238
975	0.2111798788
976	0.2111011764
977	0.2109257003
978	0.2107773474
979	0.2105705455
980	0.210374024
981	0.2101707135
982	0.2100823289
983	0.2099316807
984	0.2097145178
985	0.2095460245
986	0.2094017126
987	0.2091534016
988	0.2089700052
989	0.2087411072
990	0.208584737
991	0.2082952564
992	0.2081461923
993	0.2080090733
994	0.2079407967
995	0.2078303967
996	0.2076467902
997	0.2074339269
998	0.2073282145
999	0.2071489075
